ChrID	Start	End	CM334	Chiltepin	ECW	SF	Zunla
Chiltepin_v2.0_genome	29241905	29244522	0	1	0	0	0
Chiltepin_v2.0_genome	29372661	29383331	0	1	0	0	0
Chiltepin_v2.0_genome	29430808	29436994	0	1	0	0	0
Chiltepin_v2.0_genome	29678700	29679047	0	1	0	0	0
Chiltepin_v2.0_genome	29721726	29721953	0	1	0	0	0
Chiltepin_v2.0_genome	29752410	29755461	0	1	0	0	0
Chiltepin_v2.0_genome	29999102	30000939	0	1	0	0	0
Chiltepin_v2.0_genome	30025840	30030231	0	1	0	0	0
Chiltepin_v2.0_genome	30359576	30360775	0	1	0	0	0
Chiltepin_v2.0_genome	30478334	30478567	0	1	0	0	0
Chiltepin_v2.0_genome	30563901	30565803	0	1	0	0	0
Chiltepin_v2.0_genome	30677282	30681996	0	1	0	0	0
Chiltepin_v2.0_genome	30684455	30689264	0	1	0	0	0
Chiltepin_v2.0_genome	30690675	30690893	0	1	0	0	0
Chiltepin_v2.0_genome	30788941	30804828	0	1	0	0	0
Chiltepin_v2.0_genome	30849166	30852384	0	1	0	0	0
Chiltepin_v2.0_genome	31003127	31003462	0	1	0	0	0
Chiltepin_v2.0_genome	31008477	31011305	0	1	0	0	0
Chiltepin_v2.0_genome	31019596	31021945	0	1	0	0	0
Chiltepin_v2.0_genome	31029166	31029555	0	1	0	0	0
Chiltepin_v2.0_genome	31130423	31143221	0	1	0	0	0
Chiltepin_v2.0_genome	31170425	31173775	0	1	0	0	0
Chiltepin_v2.0_genome	31236179	31240089	0	1	0	0	0
Chiltepin_v2.0_genome	31244450	31248930	0	1	0	0	0
Chiltepin_v2.0_genome	31333655	31334475	0	1	0	0	0
Chiltepin_v2.0_genome	31381495	31381851	0	1	0	0	0
Chiltepin_v2.0_genome	31476748	31477053	0	1	0	0	0
Chiltepin_v2.0_genome	31496202	31496459	0	1	0	0	0
Chiltepin_v2.0_genome	31537988	31538995	0	1	0	0	0
Chiltepin_v2.0_genome	31557823	31558137	0	1	0	0	0
Chiltepin_v2.0_genome	31596257	31599011	0	1	0	0	0
Chiltepin_v2.0_genome	31651485	31663391	0	1	0	0	0
Chiltepin_v2.0_genome	31713913	31722008	0	1	0	0	0
Chiltepin_v2.0_genome	31736283	31736788	0	1	0	0	0
Chiltepin_v2.0_genome	31784865	31785131	0	1	0	0	0
Chiltepin_v2.0_genome	31825909	31830829	0	1	0	0	0
Chiltepin_v2.0_genome	31833254	31835039	0	1	0	0	0
Chiltepin_v2.0_genome	31837617	31839094	0	1	0	0	0
Chiltepin_v2.0_genome	31877210	31882546	0	1	0	0	0
Chiltepin_v2.0_genome	31904980	31910107	0	1	0	0	0
Chiltepin_v2.0_genome	31917996	31929937	0	1	0	0	0
Chiltepin_v2.0_genome	31977701	31981172	0	1	0	0	0
Chiltepin_v2.0_genome	32010003	32010548	0	1	0	0	0
Chiltepin_v2.0_genome	32013794	32014312	0	1	0	0	0
Chiltepin_v2.0_genome	32025596	32027755	0	1	0	0	0
Chiltepin_v2.0_genome	32038784	32049307	0	1	0	0	0
Chiltepin_v2.0_genome	32051628	32061222	0	1	0	0	0
Chiltepin_v2.0_genome	32062903	32064147	0	1	0	0	0
Chiltepin_v2.0_genome	32064695	32072601	0	1	0	0	0
Chiltepin_v2.0_genome	32077394	32081630	0	1	0	0	0
Chiltepin_v2.0_genome	32099645	32109668	0	1	0	0	0
Chiltepin_v2.0_genome	32118964	32122536	0	1	0	0	0
Chiltepin_v2.0_genome	32133306	32135434	0	1	0	0	0
Chiltepin_v2.0_genome	32137988	32139781	0	1	0	0	0
Chiltepin_v2.0_genome	32156485	32158156	0	1	0	0	0
Chiltepin_v2.0_genome	32197334	32197921	0	1	0	0	0
Chiltepin_v2.0_genome	32200378	32211495	0	1	0	0	0
Chiltepin_v2.0_genome	32218770	32219529	0	1	0	0	0
Chiltepin_v2.0_genome	32247291	32259810	0	1	0	0	0
Chiltepin_v2.0_genome	32296381	32298636	0	1	0	0	0
Chiltepin_v2.0_genome	32306488	32322215	0	1	0	0	0
Chiltepin_v2.0_genome	32363070	32367740	0	1	0	0	0
Chiltepin_v2.0_genome	32397392	32408871	0	1	0	0	0
Chiltepin_v2.0_genome	32443756	32461406	0	1	0	0	0
Chiltepin_v2.0_genome	32485122	32488275	0	1	0	0	0
Chiltepin_v2.0_genome	32516847	32524396	0	1	0	0	0
Chiltepin_v2.0_genome	35158432	35165953	0	1	0	0	0
Chiltepin_v2.0_genome	41293918	41297383	0	1	0	0	0
Chiltepin_v2.0_genome	56896416	56910246	0	1	0	0	0
Chiltepin_v2.0_genome	59915717	59926558	0	1	0	0	0
Chiltepin_v2.0_genome	60078699	60088936	0	1	0	0	0
Chiltepin_v2.0_genome	65721706	65732128	0	1	0	0	0
Chiltepin_v2.0_genome	65827327	65851250	0	1	0	0	0
Chiltepin_v2.0_genome	65890590	65900010	0	1	0	0	0
Chiltepin_v2.0_genome	65922277	65925473	0	1	0	0	0
Chiltepin_v2.0_genome	72501197	72524910	0	1	0	0	0
Chiltepin_v2.0_genome	72525011	72529071	0	1	0	0	0
Chiltepin_v2.0_genome	72699728	72704987	0	1	0	0	0
Chiltepin_v2.0_genome	73730330	73753366	0	1	0	0	0
ECW.v1.0.genome	5904004	5909042	0	0	1	1	1
ECW.v1.0.genome	8553370	8571940	0	1	0	0	0
ECW.v1.0.genome	10850187	10857744	0	1	1	0	1
ECW.v1.0.genome	10863112	10887428	0	2	1	0	0
ECW.v1.0.genome	16838830	16854598	0	1	1	1	1
ECW.v1.0.genome	20352021	20358174	0	1	1	1	1
ECW.v1.0.genome	24809360	24815833	0	1	1	1	0
ECW.v1.0.genome	25753650	25759170	0	1	1	1	0
ECW.v1.0.genome	26697677	26710140	0	1	1	1	0
ECW.v1.0.genome	29291647	29304259	0	0	1	1	0
ECW.v1.0.genome	31453431	31463220	0	0	1	1	0
ECW.v1.0.genome	34008389	34033093	0	1	1	1	0
ECW.v1.0.genome	35332587	35338004	0	0	1	1	0
ECW.v1.0.genome	37492065	37500657	0	1	1	1	0
ECW.v1.0.genome	43862449	43873276	0	1	1	1	1
ECW.v1.0.genome	45707372	45766556	0	0	1	1	0
ECW.v1.0.genome	50237254	50249341	0	1	1	1	0
ECW.v1.0.genome	53453396	53458419	0	0	1	1	0
ECW.v1.0.genome	53461667	53471243	0	1	1	1	1
ECW.v1.0.genome	53471344	53490823	0	0	1	1	1
ECW.v1.0.genome	53493984	53524212	0	1	1	1	1
ECW.v1.0.genome	53524328	53550736	0	1	1	1	1
ECW.v1.0.genome	53567310	53575528	0	1	1	1	1
ECW.v1.0.genome	58352152	58367441	0	1	1	1	1
ECW.v1.0.genome	59181726	59205244	0	0	1	0	0
ECW.v1.0.genome	61184232	61236317	0	0	2	2	1
ECW.v1.0.genome	62105847	62113760	0	0	1	0	0
ECW.v1.0.genome	69484492	69488413	0	1	2	0	0
ECW.v1.0.genome	70337148	70342454	0	0	1	1	1
ECW.v1.0.genome	71319072	71330944	0	0	1	1	1
ECW.v1.0.genome	71501984	71504772	0	0	1	0	0
ECW.v1.0.genome	73356865	73375096	0	0	1	1	1
ECW.v1.0.genome	74120888	74139811	0	0	0	2	0
ECW.v1.0.genome	74143103	74150873	0	1	1	0	0
ECW.v1.0.genome	77057209	77066192	0	1	1	1	1
ECW.v1.0.genome	77118341	77119509	0	0	1	0	0
ECW.v1.0.genome	78006345	78084180	0	0	1	1	1
ECW.v1.0.genome	79305622	79311509	0	1	1	0	1
ECW.v1.0.genome	80237044	80284565	0	1	1	1	1
ECW.v1.0.genome	83265257	83285020	0	1	2	2	1
ECW.v1.0.genome	87867971	87875868	0	0	1	0	1
ECW.v1.0.genome	92065171	92070504	0	0	1	1	1
ECW.v1.0.genome	96571212	96574205	0	0	1	0	1
ECW.v1.0.genome	96877917	96883177	0	1	1	1	1
SF.v1.0.genome	1214018	1235399	0	0	0	1	0
SF.v1.0.genome	1235500	1244124	0	1	0	1	0
SF.v1.0.genome	1263486	1282402	0	0	0	1	1
SF.v1.0.genome	2250720	2260852	0	1	0	1	0
SF.v1.0.genome	3145599	3151667	0	1	0	1	0
SF.v1.0.genome	3483556	3489628	0	1	0	0	0
SF.v1.0.genome	5208265	5218920	0	0	0	1	0
SF.v1.0.genome	6400078	6403986	0	0	0	1	0
SF.v1.0.genome	7007310	7011250	0	0	0	0	1
SF.v1.0.genome	8470982	8478376	0	2	0	1	1
SF.v1.0.genome	8915428	8916415	0	0	0	1	0
SF.v1.0.genome	9212667	9215359	0	1	0	0	0
SF.v1.0.genome	9219111	9226176	0	0	0	1	1
SF.v1.0.genome	9897549	9905629	0	0	0	1	0
SF.v1.0.genome	9924406	9934938	0	1	0	1	1
SF.v1.0.genome	9936180	9944264	0	1	0	1	0
SF.v1.0.genome	11065447	11078905	0	0	0	1	1
SF.v1.0.genome	11214903	11235680	0	1	0	0	0
SF.v1.0.genome	11242361	11252092	0	1	0	1	1
SF.v1.0.genome	12276701	12277718	0	1	0	1	1
SF.v1.0.genome	12832048	12846448	0	1	0	2	4
SF.v1.0.genome	13600122	13602136	0	0	0	1	0
SF.v1.0.genome	14865736	14876604	0	0	0	1	1
SF.v1.0.genome	16525969	16536571	0	0	0	1	1
SF.v1.0.genome	18573824	18602804	0	1	0	1	1
SF.v1.0.genome	18915763	18932415	0	2	0	1	0
SF.v1.0.genome	21011850	21041956	0	2	0	2	0
SF.v1.0.genome	21052546	21069319	0	1	0	1	0
SF.v1.0.genome	21072374	21074490	0	1	0	1	0
SF.v1.0.genome	21142839	21146252	0	0	0	1	0
SF.v1.0.genome	21151746	21152144	0	0	0	1	0
SF.v1.0.genome	21155590	21157995	0	1	0	1	0
Zunla-1_v2.0	1198721	1198927	0	0	0	0	1
Zunla-1_v2.0	1429263	1429613	0	0	0	0	1
Zunla-1_v2.0	1902796	1905421	0	0	0	0	1
Zunla-1_v2.0	1968378	1977538	0	0	0	0	1
Zunla-1_v2.0	2342768	2342983	0	0	0	0	1
Zunla-1_v2.0	2823514	2828160	0	0	0	0	1
Zunla-1_v2.0	3192917	3194819	0	0	0	0	1
Zunla-1_v2.0	3603033	3604392	0	0	0	0	1
Zunla-1_v2.0	3768062	3780262	0	0	0	0	1
Zunla-1_v2.0	3836032	3841685	0	0	0	0	1
Zunla-1_v2.0	4014380	4015107	0	0	0	0	1
Zunla-1_v2.0	4117407	4118652	0	0	0	0	1
Zunla-1_v2.0	4455564	4461691	0	0	0	0	1
Zunla-1_v2.0	4630649	4632482	0	0	0	0	1
Zunla-1_v2.0	4637803	4638042	0	0	0	0	1
Zunla-1_v2.0	4927051	4939981	0	0	0	0	1
Zunla-1_v2.0	5052162	5057475	0	0	0	0	1
Zunla-1_v2.0	5258907	5268712	0	0	0	0	1
Zunla-1_v2.0	5362150	5369435	0	0	0	0	1
Zunla-1_v2.0	5696724	5701913	0	0	0	0	1
Zunla-1_v2.0	5893740	5897844	0	0	0	0	1
Zunla-1_v2.0	5970051	5986184	0	0	0	0	1
Zunla-1_v2.0	6074128	6104852	0	0	0	0	1
Zunla-1_v2.0	6127751	6131331	0	0	0	0	1
Zunla-1_v2.0	6224212	6229846	0	0	0	0	1
Zunla-1_v2.0	6263704	6263985	0	0	0	0	1
Zunla-1_v2.0	6307347	6315161	0	0	0	0	1
Zunla-1_v2.0	6415252	6438990	0	0	0	0	1
Zunla-1_v2.0	6571123	6574113	0	0	0	0	1
Zunla-1_v2.0	6695248	6717969	0	0	0	0	1
Zunla-1_v2.0	6942714	6943067	0	0	0	0	1
Zunla-1_v2.0	6946095	6951156	0	0	0	0	1
Zunla-1_v2.0	7514662	7515018	0	0	0	0	1
Zunla-1_v2.0	7605599	7626728	0	0	0	0	1
Zunla-1_v2.0	7795726	7804762	0	0	0	0	1
Zunla-1_v2.0	7804863	7817553	0	0	0	0	1
Zunla-1_v2.0	7914736	7918887	0	0	0	0	1
Zunla-1_v2.0	7954434	7966124	0	0	0	0	1
Zunla-1_v2.0	8089093	8102411	0	0	0	0	1
Zunla-1_v2.0	8105913	8116971	0	0	0	0	1
Zunla-1_v2.0	8165901	8178424	0	0	0	0	1
Zunla-1_v2.0	8262456	8269960	0	0	0	0	1
Zunla-1_v2.0	8282219	8292703	0	0	0	0	1
Zunla-1_v2.0	8370008	8370220	0	0	0	0	1
Zunla-1_v2.0	8445628	8446807	0	0	0	0	1
Zunla-1_v2.0	8553922	8565600	0	0	0	0	1
Zunla-1_v2.0	8576252	8580989	0	0	0	0	1
Zunla-1_v2.0	8651737	8654672	0	0	0	0	1
Zunla-1_v2.0	9129806	9140251	0	0	0	0	1
Zunla-1_v2.0	9292538	9301953	0	0	0	0	1
Zunla-1_v2.0	9593576	9599677	0	0	0	0	1
Zunla-1_v2.0	9972676	9976096	0	0	0	0	1
Zunla-1_v2.0	10187401	10208997	0	0	0	0	1
Zunla-1_v2.0	12407442	12408164	0	1	0	0	0
Zunla-1_v2.0	12761771	12772806	0	0	0	0	1
Zunla-1_v2.0	16508861	16542468	0	1	0	0	1
Zunla-1_v2.0	18705825	18712628	0	0	0	0	1
Zunla-1_v2.0	19754001	19755826	0	1	0	0	1
Zunla-1_v2.0	20353314	20373064	0	0	0	0	1
Zunla-1_v2.0	20376890	20386643	0	1	0	0	1
Zunla-1_v2.0	20420918	20433460	0	0	0	0	1
Zunla-1_v2.0	20478727	20505332	0	0	0	0	1
Zunla-1_v2.0	20532400	20546857	0	0	0	0	1
Zunla-1_v2.0	22521172	22525119	0	0	0	0	1
Zunla-1_v2.0	23346709	23377262	0	0	0	0	1
Zunla-1_v2.0	23442492	23443328	0	0	0	0	1
Zunla-1_v2.0	23443366	23446206	0	1	0	0	1
Zunla-1_v2.0	25734616	25738886	0	0	0	0	1
Zunla-1_v2.0	25756440	25771191	0	0	0	0	1
Zunla-1_v2.0	25774790	25789435	0	0	0	0	1
Zunla-1_v2.0	25810618	25835229	0	0	0	0	1
Zunla-1_v2.0	33140881	33141465	0	0	0	0	1
Zunla-1_v2.0	33141566	33154739	0	1	0	0	1
Zunla-1_v2.0	33161605	33177042	0	0	0	0	1
